,Name,University,Sport,Sponsors,Number_Sponsors,Instagram,Twitter,Conference,Insta_dummy,Twitter_dummy,group
6334,Jermaine Samuels,Villanova University,Basketball,[],0,,,Non Power Five Conference,0,0,1
6335,Jacob Bonanotte,Villanova University,Cross Country,Barstool Sports,1,jacob_bonanotte,@jabonananotte,Non Power Five Conference,1,1,1
6336,Matt Minerva,Villanova University,Golf,Barstool Sports,1,mattminerva4,,Non Power Five Conference,1,0,1
6337,Noah Clipman,Villanova University,Swimming and Diving,Barstool Sports,1,noah.clipman20,,Non Power Five Conference,1,0,1
6338,Nolan Danus,Villanova University,Swimming and Diving,Barstool Sports,1,Nolandanus,@Nolandanus,Non Power Five Conference,1,1,1
6339,William Seijas,Villanova University,Track and Field,Barstool Sports,1,Willseijas,,Non Power Five Conference,1,0,1
6340,Sara Kennedy,Villanova University,Softball,Barstool Sports,1,sara_kennedy5,@Kennedy5Sara,Non Power Five Conference,1,1,1
6341,Alyssa Seidler,Villanova University,Softball,Barstool Sports,1,alyssa.seidler,@SeidlerAlyssa,Non Power Five Conference,1,1,1
6342,Tess Cites,Villanova University,Softball,Barstool Sports,1,Tcites,@TcitesTess,Non Power Five Conference,1,1,1
6343,Holly Hubbard,Villanova University,Rowing,Barstool Sports,1,holly_hubbard,@hollyhub_,Non Power Five Conference,1,1,1
6344,Maddie Schieder,Villanova University,Volleyball,Barstool Sports,1,maddieschieder,@maddieschieder_,Non Power Five Conference,1,1,1
6345,Andrea Campos,Villanova University,Volleyball,Barstool Sports,1,a.ndreacampos,@AndreaC25889643,Non Power Five Conference,1,1,1
6346,Abby Keevins,Villanova University,Volleyball,Barstool Sports,1,abbykeevins,,Non Power Five Conference,1,0,1
6347,Kiera Booth,Villanova University,Volleyball,Barstool Sports,1,kiera.booth,@kierabooth23,Non Power Five Conference,1,1,1
6348,Joia McKinney,Villanova University,Water Polo,Barstool Sports,1,jomckinneyy,@jomckinneyy,Non Power Five Conference,1,1,1
6349,Josh Willitts,University of Richmond,Baseball,Barstool Sports,1,josh.willitts,@JoshWillitts,Non Power Five Conference,1,1,1
6350,Kent Morrison,University of Richmond,Baseball,Barstool Sports,1,kent_morrison,@KentMorrison11,Non Power Five Conference,1,1,1
6351,Lindsey Frank,University of Richmond,Field Hockey,Barstool Sports,1,lindseyfrank4,,Non Power Five Conference,1,0,1
6352,Leroy Henley,University of Richmond,Football,[],0,leroyhenleyjr,,Non Power Five Conference,1,0,1
6353,Jeremy Singleton,University of Richmond,Football,Barstool Sports,1,jeremysingleton71,@jsing17,Non Power Five Conference,1,1,1
6354,Tim Coleman,University of Richmond,Football,Barstool Sports,1,_NoLove57,@TLCII73,Non Power Five Conference,1,1,1
6355,Elijah McMillan,University of Richmond,Football,Barstool Sports,1,elijahmcmillan_,@elijahmcmilla2,Non Power Five Conference,1,1,1
6356,Ray Eldridge,University of Richmond,Football,Barstool Sports,1,ray_eldridge,@Ray_Eldridge33,Non Power Five Conference,1,1,1
6357,Jacob Gilyard,University of Richmond,Basketball,[],0,,,Non Power Five Conference,0,0,1
6358,Matt Grace,University of Richmond,Basketball,Barstool Sports,1,mattgrace15,@MattGrace_4,Non Power Five Conference,1,1,1
6359,Dji Bailey,University of Richmond,Basketball,Barstool Sports,1,djim0n,@thed4show,Non Power Five Conference,1,1,1
6360,Stephen Edler,University of Richmond,Lacrosse,Barstool Sports,1,steve_edler,@stevedler,Non Power Five Conference,1,1,1
6361,Claire Yioulos,University of Richmond,Golf,Barstool Sports,1,c.yioulos,@claire_yioulos,Non Power Five Conference,1,1,1
6362,Marymargaret Quinn,University of Richmond,Lacrosse,Barstool Sports,1,marymargaretq,@maryq_,Non Power Five Conference,1,1,1
6363,Sophia DiCenso,University of Richmond,Lacrosse,Barstool Sports,1,sophdice,@sophdice20,Non Power Five Conference,1,1,1
6364,Grace Jamin,University of Richmond,Lacrosse,Barstool Sports,1,gracekjamin,,Non Power Five Conference,1,0,1
6365,Todd Petersen,University of Connecticut,Baseball,Barstool Sports,1,jacksenpetersen,@JacksenPetersen,Non Power Five Conference,1,1,1
6366,Daniela Parrado,University of Connecticut,Field Hockey,Barstool Sports,1,daniparrado,@danielaaaa1111,Non Power Five Conference,1,1,1
6367,Desmond Fogle,University of Connecticut,Football,Barstool Sports,1,two4dez,@DesmondFogle,Non Power Five Conference,1,1,1
6368,Kevin Mensah,University of Connecticut,Football,Barstool Sports,1,kmackthreefour,@kmackthreefour,Non Power Five Conference,1,1,1
6369,Carter Hooper,University of Connecticut,Football,Barstool Sports,1,carter.hooper,@_carterhooper,Non Power Five Conference,1,1,1
6370,Rayonte Brown,University of Connecticut,Football,Barstool Sports,1,therayontebrown,@TheRayonteBrown,Non Power Five Conference,1,1,1
6371,Ryan Wheeler,University of Connecticut,Ice Hockey,Barstool Sports,1,wheels97,,Non Power Five Conference,1,0,1
6372,Nick Capone,University of Connecticut,Ice Hockey,Barstool Sports,1,capone71_,@71capone71,Non Power Five Conference,1,1,1
6373,Harrison Rees,University of Connecticut,Ice Hockey,Barstool Sports,1,harrisonrees77,@hrees77,Non Power Five Conference,1,1,1
6374,Joshua Stone,University of Connecticut,Track and Field,Barstool Sports,1,joshstone180,,Non Power Five Conference,1,0,1
6375,Christyn Williams,University of Connecticut,Basketball,[],0,,,Non Power Five Conference,0,0,1
6376,Caroline Ducharme,University of Connecticut,Basketball,[],0,caroline.ducharme3,,Non Power Five Conference,1,0,1
6377,Maggie Lonsinger,University of Connecticut,Lacrosse,Barstool Sports,1,mlonsinger12,,Non Power Five Conference,1,0,1
6378,Kyra Place,University of Connecticut,Lacrosse,Barstool Sports,1,kyra_place,@KyraPlace,Non Power Five Conference,1,1,1
6379,Jordan Coulon,University of Connecticut,Lacrosse,Barstool Sports,1,jordancoulon89,@Jcoulon891,Non Power Five Conference,1,1,1
6380,Kaitlyn Mahoney,University of Connecticut,Soccer,Barstool Sports,1,kaitlynmahoneyy,@kaitlyngmahoney,Non Power Five Conference,1,1,1
6381,Katelyn Walsh,University of Connecticut,Swimming and Diving,Barstool Sports,1,katelynkwalsh,@Katelyn95142375,Non Power Five Conference,1,1,1
6382,Brandon Walker,Florida State University,Baseball,[],0,brandon_walk,,Atlantic Coast Conference,1,0,0
6383,Jonah Scolaro,Florida State University,Baseball,Barstool Sports,1,jonah_scolaro_13,@jojosco13,Atlantic Coast Conference,1,1,0
6384,Tyler Martin,Florida State University,Baseball,Barstool Sports,1,tylermartin.16,@tylermartin2021,Atlantic Coast Conference,1,1,0
6385,KYLE McMULLEN,Florida State University,Baseball,Barstool Sports,1,kylemcmullen21,@kyle_mcmullen21,Atlantic Coast Conference,1,1,0
6386,Jack Anderson,Florida State University,Baseball,Barstool Sports,1,_jackanderson99,@Jack_Ander99,Atlantic Coast Conference,1,1,0
6387,Jashaun Corbin,Florida State University,Football,[],0,,,Atlantic Coast Conference,0,0,0
6388,Andrew Parchment,Florida State University,Football,[],0,apcuatro,,Atlantic Coast Conference,1,0,0
6389,Meiko Dotson,Florida State University,Football,[],0,,,Atlantic Coast Conference,0,0,0
6390,McKenzie Milton,Florida State University,Football,[],0,,,Atlantic Coast Conference,0,0,0
6391,Tate Rodemaker,Florida State University,Football,Barstool Sports,1,taterodemaker,@TateRodemaker,Atlantic Coast Conference,1,1,0
6392,DeCalon Brooks,Florida State University,Football,[],0,decalonbrooks,,Atlantic Coast Conference,1,0,0
6393,Jaden Floyd,Florida State University,Football,[],0,JUDGE.JADEN,,Atlantic Coast Conference,1,0,0
6394,Parker Grothaus,Florida State University,Football,Barstool Sports,1,parkgrothaus,,Atlantic Coast Conference,1,0,0
6395,Brady Scott,Florida State University,Football,Barstool Sports,1,Brady_Scott_21,@Bmscott21,Atlantic Coast Conference,1,1,0
6396,Robert Elder IV,Florida State University,Football,Barstool Sports,1,Rob.elder4,@Rob_Elder4,Atlantic Coast Conference,1,1,0
6397,Joshua Burrell,Florida State University,Football,Barstool Sports,1,joshburr9,@JoshBurr9_,Atlantic Coast Conference,1,1,0
6398,Camren McDonald,Florida State University,Football,[],0,camm.mcd,,Atlantic Coast Conference,1,0,0
6399,Matthew Kowalski,Florida State University,Swimming and Diving,Barstool Sports,1,Matthew.Kowalski1,@Matthewkowala,Atlantic Coast Conference,1,1,0
6400,Conner Lowery,Florida State University,Swimming and Diving,Barstool Sports,1,the_g0oose,,Atlantic Coast Conference,1,0,0
6401,Stephen Speck,Florida State University,Swimming and Diving,Barstool Sports,1,stephenspeck,,Atlantic Coast Conference,1,0,0
6402,Sebastian Arcila,Florida State University,Tennis,Barstool Sports,1,sebastian_arcila26,@sarcila1998,Atlantic Coast Conference,1,1,0
6403,Maks Silagy,Florida State University,Tennis,Barstool Sports,1,maks_silagy,@MaksSilagy,Atlantic Coast Conference,1,1,0
6404,Connor Phillips,Florida State University,Track and Field,Barstool Sports,1,connorphill,@connorphill7,Atlantic Coast Conference,1,1,0
6405,Kaley Mudge,Florida State University,Softball,[],0,,,Atlantic Coast Conference,0,0,0
6406,Sydney Sherrill,Florida State University,Softball,[],0,,,Atlantic Coast Conference,0,0,0
6407,Chloe Culp,Florida State University,Softball,Barstool Sports,1,madeline_chloe,@madeline_chloe,Atlantic Coast Conference,1,1,0
6408,Amaya Brown,Florida State University,Basketball,[],0,amaya_brown3,,Atlantic Coast Conference,1,0,0
6409,Kourtney Weber,Florida State University,Basketball,[],0,kourtney_weber,,Atlantic Coast Conference,1,0,0
6410,Cassie Anderson,Florida State University,Beach Volleyball,Barstool Sports,1,cassie.mayy,@cassie_may2,Atlantic Coast Conference,1,1,0
6411,Sarah Magee,Florida State University,Cross Country,Barstool Sports,1,sarah.magee,,Atlantic Coast Conference,1,0,0
6412,Caitlin Wilkey,Florida State University,Cross Country,Barstool Sports,1,caitlinwilkey,@CaitlinWilkey,Atlantic Coast Conference,1,1,0
6413,Morgan Chacon,Florida State University,Volleyball,Barstool Sports,1,morganchaconn,@morgann_chacon2,Atlantic Coast Conference,1,1,0
6414,Hammer Blair,College of Charleston,Cross Country,Barstool Sports,1,hammer.blair,,Non Power Five Conference,1,0,1
6415,Patrick Golden,College of Charleston,Golf,Barstool Sports,1,patrickjgolden,@patrickjgolden1,Non Power Five Conference,1,1,1
6416,Alden Ray,College of Charleston,Soccer,Barstool Sports,1,aldenray1,,Non Power Five Conference,1,0,1
6417,Conner Walmsley,College of Charleston,Soccer,Barstool Sports,1,conner4_,@cwalms_,Non Power Five Conference,1,1,1
6418,Olivia Freitas,College of Charleston,Soccer,Barstool Sports,1,olivia_freitas12,@LivFreitas12,Non Power Five Conference,1,1,1
6419,MK Waters,College of Charleston,Soccer,Barstool Sports,1,mk_waters,@mk_waters,Non Power Five Conference,1,1,1
6420,Natalie Sgro,College of Charleston,Soccer,Barstool Sports,1,nataliesgro_,@SgroNatalie,Non Power Five Conference,1,1,1
6421,Sophia Cucinotta,College of Charleston,Track and Field,Barstool Sports,1,sophiacucinotta,@sophcucinotta,Non Power Five Conference,1,1,1
6422,Jack Bosman,Yale University,Football,Barstool Sports,1,jackbosman,@Jackbosman3,Non Power Five Conference,1,1,1
6423,Jacob Saffold,Yale University,Football,Barstool Sports,1,jsaffold_5,@cantguardjake_5,Non Power Five Conference,1,1,1
6424,Azar Swain,Yale University,Basketball,Barstool Sports,1,azarshallah,@AzarShallah,Non Power Five Conference,1,1,1
6425,Stephen Moody,Yale University,Cross Country,Barstool Sports,1,lman15,@stephenomoody,Non Power Five Conference,1,1,1
6426,Connor Hopkins,Yale University,Ice Hockey,Barstool Sports,1,c_hop1,@c_hop1,Non Power Five Conference,1,1,1
6427,Nic Conway,Yale University,Softball,Barstool Sports,1,niccconway,@niccconway,Non Power Five Conference,1,1,1
6428,Haley Sabol,Yale University,Basketball,Barstool Sports,1,haley.sabol,@haleysaboll,Non Power Five Conference,1,1,1
6429,Rocco Pascente,Marshall University,Baseball,Barstool Sports,1,Rockypascente,@RoccoPascente,Non Power Five Conference,1,1,1
6430,grant wells,Marshall University,Football,Barstool Sports,1,Grantwells8,@GrantWells_,Non Power Five Conference,1,1,1
6431,CJ Meredith,Marshall University,Basketball,Barstool Sports,1,cj.meredith,@CJMeredith,Non Power Five Conference,1,1,1
6432,Milo Yosef,Marshall University,Soccer,Barstool Sports,1,nipsey.m,@Nipsey4,Non Power Five Conference,1,1,1
6433,Noah Raphael,Marshall University,Soccer,Barstool Sports,1,noahr.9,@Noah_R9,Non Power Five Conference,1,1,1
6434,Grace Chelemen,Marshall University,Softball,Barstool Sports,1,Gracechelemen,@grace14chelemen,Non Power Five Conference,1,1,1
6435,Samantha LaFon,Marshall University,Basketball,[],0,Samanthalafon,,Non Power Five Conference,1,0,1
6436,Hailey McMahon,Marshall University,Soccer,Barstool Sports,1,Haileymcmahonn,@haileymcmahon9,Non Power Five Conference,1,1,1
6437,Alyssa Hardin,Marshall University,Soccer,Barstool Sports,1,alyssahardinn,@AlyssaHardin04,Non Power Five Conference,1,1,1
6438,Megan Taylor,Marshall University,Volleyball,Liquid I.V.,1,,,Non Power Five Conference,0,0,1
6439,Caroline Hampton,Longwood University,Field Hockey,Barstool Sports,1,caroline_hampton,@carohampton13,Non Power Five Conference,1,1,1
6440,Chloe Underwood,Longwood University,Field Hockey,Barstool Sports,1,chloeeunderwood,@underwoodchloee,Non Power Five Conference,1,1,1
6441,Christian Michael,Longwood University,Golf,Barstool Sports,1,christianlmichael11,@clmichael11,Non Power Five Conference,1,1,1
6442,Ben Wilkinson,Longwood University,Soccer,Barstool Sports,1,ben_wilk4,@BenWilk08791626,Non Power Five Conference,1,1,1
6443,Wes Forst,Longwood University,Soccer,Barstool Sports,1,catharineforst,@catharinefforst,Non Power Five Conference,1,1,1
6444,Kiersten Yuhas,Longwood University,Soccer,Barstool Sports,1,kyuhas4,@YuhasKiersten,Non Power Five Conference,1,1,1
6445,Spencer DeForest,Illinois State University,Football,Barstool Sports,1,Spencer__DeForest,@Spencer5Spencer,Non Power Five Conference,1,1,1
6446,Andrew Englert,Illinois State University,Cross Country,Barstool Sports,1,andrewje19,@AndrewE157,Non Power Five Conference,1,1,1
6447,Marshaun Cook,Illinois State University,Track and Field,[],0,,,Non Power Five Conference,0,0,1
6448,Caleb Miedema,Illinois State University,Track and Field,Barstool Sports,1,caleb_miedema,@miedemac1,Non Power Five Conference,1,1,1
6449,Josh Schmid,Illinois State University,Track and Field,Barstool Sports,1,schmidy_99,@joshschmid2,Non Power Five Conference,1,1,1
6450,Madi Bylak,Illinois State University,Softball,Barstool Sports,1,madi.bylak14,@madibylak,Non Power Five Conference,1,1,1
6451,Reili Gardner,Illinois State University,Softball,Barstool Sports,1,gardner.18,@ReiliGardner,Non Power Five Conference,1,1,1
6452,Jasmine Yi,Illinois State University,Golf,Barstool Sports,1,jasmineyi_,@Jasmine93246353,Non Power Five Conference,1,1,1
6453,Sydney Hoff,Illinois State University,Swimming and Diving,Barstool Sports,1,sydneyhoff_,@sydneyhoff_,Non Power Five Conference,1,1,1
6454,Alexa Tarohocker,Illinois State University,Track and Field,Barstool Sports,1,Alexa.Karmyn,@tarohocker,Non Power Five Conference,1,1,1
6455,Kaity Weimerskirch,Illinois State University,Volleyball,Barstool Sports,1,kaityrskirch,@kaityskirch,Non Power Five Conference,1,1,1
6456,Sarah Kushner,Illinois State University,Volleyball,Barstool Sports,1,sarah_kushh,@sarah_kushh,Non Power Five Conference,1,1,1
6457,Jozsef Rohrbacher,Mercer University,Baseball,Barstool Sports,1,jozsefrohrbacher,@jozsefrohr,Non Power Five Conference,1,1,1
6458,Zach Lassiter,Mercer University,Football,Barstool Sports,1,zachlassiter,@z_t_lassiter,Non Power Five Conference,1,1,1
6459,John Thomas,Mercer University,Football,Barstool Sports,1,johnthomasjrr,@64Jdtjr,Non Power Five Conference,1,1,1
6460,Drew Mayts,Mercer University,Lacrosse,Barstool Sports,1,drewmayts,@drewmayts24,Non Power Five Conference,1,1,1
6461,Brandon Paxton,Mercer University,Lacrosse,Barstool Sports,1,brandonpaxton7,@brandon_paxton7,Non Power Five Conference,1,1,1
6462,Matt O'Connor,Mercer University,Lacrosse,Barstool Sports,1,_mattxoconnor_,@_Fracturemusic_,Non Power Five Conference,1,1,1
6463,Jackson Ryan,Mercer University,Lacrosse,Barstool Sports,1,jackson_ryan17,@Jackson_Ryan37,Non Power Five Conference,1,1,1
6464,Dylan Gaither,Mercer University,Soccer,Barstool Sports,1,dylan.gaither,@dylgaither,Non Power Five Conference,1,1,1
6465,Carly Curran,Mercer University,Lacrosse,Barstool Sports,1,_carlycurran,@__ccurran,Non Power Five Conference,1,1,1
6466,Cami Brown,Mercer University,Soccer,Barstool Sports,1,cami.b,@b_camiii,Non Power Five Conference,1,1,1
6467,Clark Dearman,Presbyterian College,Baseball,Barstool Sports,1,clark_dearman,,Non Power Five Conference,1,0,1
6468,Wyatt Hodges,Presbyterian College,Football,Barstool Sports,1,wyatt.hodges,@WyattHodges_5,Non Power Five Conference,1,1,1
6469,Keegan Halloran,Presbyterian College,Football,Barstool Sports,1,keegan.halloran.11,@khalloran,Non Power Five Conference,1,1,1
6470,Nat Simkins,Presbyterian College,Golf,[],0,natsimkins,,Non Power Five Conference,1,0,1
6471,Jordan Johnson,Presbyterian College,Soccer,Barstool Sports,1,jordanjohnson_10,@j_johnson2001,Non Power Five Conference,1,1,1
6472,Max Benson,Presbyterian College,Tennis,Barstool Sports,1,max.benson00,@gingerboy2222,Non Power Five Conference,1,1,1
6473,Lath Freeman,Presbyterian College,Softball,Barstool Sports,1,lath_freeman,@LathFreeman,Non Power Five Conference,1,1,1
6474,Madeline Johnson,Presbyterian College,Acrobatics and Tumbling,Barstool Sports,1,madelinejohnson__,@madjohnson__,Non Power Five Conference,1,1,1
6475,Alessia Capley,Presbyterian College,Basketball,Barstool Sports,1,capley3,@alessia_cap3,Non Power Five Conference,1,1,1
6476,Madison Foti,Presbyterian College,Lacrosse,Barstool Sports,1,madison_foti,,Non Power Five Conference,1,0,1
6477,Abby Edmisten,Presbyterian College,Lacrosse,Barstool Sports,1,abbyedmisten,@edmisten_abby,Non Power Five Conference,1,1,1
6478,Sierra Jones,Presbyterian College,Volleyball,Barstool Sports,1,sierrajones9,@sierraj219,Non Power Five Conference,1,1,1
6479,Jakob Bullard,Stetson University,Baseball,Barstool Sports,1,Jakebullard_,@JakeBullard4,Non Power Five Conference,1,1,1
6480,John Seter,Stetson University,Football,Barstool Sports,1,jset16,@jseter28,Non Power Five Conference,1,1,1
6481,Alex Piccirilli,Stetson University,Football,Barstool Sports,1,alex_piccirilli,@Piccirilli15,Non Power Five Conference,1,1,1
6482,Jack Harris,Stetson University,Football,Barstool Sports,1,Jackkharris.1,@JackKHarris1112,Non Power Five Conference,1,1,1
6483,Edward Hernandez,Stetson University,Football,Barstool Sports,1,h.ernandezz,@InfamousEdward,Non Power Five Conference,1,1,1
6484,Nolan DeFranco,Stetson University,Football,Barstool Sports,1,nolandefranco91,@NolanDeFranco,Non Power Five Conference,1,1,1
6485,Mac Neviaser,Stetson University,Football,Barstool Sports,1,MacNeviaser,@MacNeviaser,Non Power Five Conference,1,1,1
